,SRR6819014,SRR6819015,SRR6819016,SRR6819017,SRR6819018,SRR6819019,SRR6819020,SRR6819021,SRR6819022,SRR6819023
FUN_028149,1,3,4,3,0,2,6,2,0,5
FUN_028148,2,5,2,6,6,6,6,6,8,2
FUN_003348,169,207,142,160,350,215,166,262,272,303
FUN_003349,550,1437,1903,715,238,227,135,9,9,366
FUN_028143,0,0,0,0,0,0,0,0,0,0
FUN_003347,0,0,0,0,0,0,0,0,0,0
FUN_003344,0,4,0,0,5,9,5,8,5,8
FUN_028140,8,14,14,11,16,6,16,21,0,26
FUN_028147,0,1,0,0,2,2,1,3,4,3
FUN_003343,0,0,0,0,0,0,0,0,0,0
FUN_028145,0,0,0,0,0,0,0,0,0,0
FUN_003341,0,0,0,0,0,0,0,0,0,0
FUN_008019,427,540,606,543,1001,751,655,936,767,1057
FUN_013332,0,0,0,0,0,0,0,0,0,0
FUN_013333,1063,1565,1036,1406,2062,1950,1473,2005,2000,2744
FUN_013330,109,154,132,126,328,144,147,311,187,346
FUN_013331,0,0,0,0,0,0,0,0,0,0
FUN_013336,15,22,14,22,32,24,18,29,22,28
FUN_013337,160,272,300,283,291,272,194,271,221,330
FUN_013334,16,13,18,22,35,25,19,33,27,27
FUN_013335,10868,15007,12145,15489,15927,15344,12261,12485,6778,10440
FUN_013338,145,218,275,299,372,319,244,374,331,457
FUN_013339,0,0,0,0,0,0,0,0,0,0
FUN_010827,63,120,77,37,162,147,56,90,72,233
FUN_010826,138,159,186,156,375,249,160,276,297,420
FUN_010825,46,58,25,47,50,55,64,66,52,73
FUN_010824,308,446,323,314,730,557,430,565,557,746
FUN_010823,151,171,186,107,629,396,112,607,445,778
FUN_010822,8385,12133,7185,8818,12584,9762,8858,10207,10236,13213
FUN_010821,1308,1921,1209,1728,8003,4605,3132,7366,6213,9582
FUN_010820,283,360,494,434,785,553,405,804,651,902
FUN_010829,139,181,141,101,594,371,147,419,355,500
FUN_010828,5,6,7,3,6,0,0,4,2,4
FUN_003968,0,0,0,0,0,0,0,0,0,0
FUN_003969,0,0,0,0,0,0,0,0,0,0
FUN_003962,0,0,0,0,2,0,1,0,0,0
FUN_003963,40,49,16,16,41,28,52,51,58,48
FUN_003960,14,14,16,10,42,17,18,32,19,30
FUN_003961,165,228,226,180,366,257,159,225,225,361
FUN_003966,0,0,0,0,0,0,0,0,0,0
FUN_003967,0,0,0,0,0,0,0,0,0,0
FUN_003964,0,0,0,0,0,0,0,0,0,0
FUN_003965,0,0,3,0,0,1,0,0,2,0
FUN_003346,16,14,7,20,43,26,23,35,26,39
FUN_028142,0,0,0,0,0,0,0,0,0,0
FUN_028141,0,2,0,0,0,0,2,0,0,0
FUN_003345,0,0,0,0,0,0,0,0,0,0
FUN_009069,0,7,4,9,0,4,10,0,5,8
FUN_009068,0,2,0,0,0,0,0,0,2,2
FUN_009065,149,279,357,240,312,283,178,397,293,388
FUN_003342,633,836,754,885,1371,1206,919,1334,1145,1460
FUN_009067,39,74,17,77,106,80,55,72,87,127
FUN_009066,0,0,0,0,0,0,0,0,0,0
FUN_009061,0,0,0,0,0,0,0,0,0,0
FUN_009060,0,0,0,0,0,0,0,0,2,0
FUN_009063,0,0,0,0,0,0,0,0,0,0
FUN_028146,0,0,0,0,0,0,0,0,0,0
FUN_003340,0,0,0,0,0,0,0,0,0,0
FUN_028144,575,788,819,753,1411,1291,749,1443,1181,1662
FUN_022170,361,583,578,513,633,488,553,591,1235,951
FUN_022171,35,49,107,54,146,101,62,147,102,197
FUN_022172,0,0,0,0,0,0,0,0,0,0
FUN_022173,223,257,247,230,347,256,213,348,343,417
FUN_022174,68,69,57,75,95,84,97,80,78,111
FUN_022175,300,330,446,422,620,520,398,646,464,710
FUN_022176,14,5,20,7,21,17,20,21,11,17
FUN_022177,173,239,169,206,291,342,227,384,407,457
FUN_022178,2,0,0,0,0,0,1,0,0,1
FUN_010175,8,0,0,3,0,0,11,0,7,0
FUN_010174,48,74,36,43,104,85,65,54,46,102
FUN_010177,1194,1887,1716,1422,2377,1809,1641,2446,1862,2737
FUN_010176,0,0,0,0,0,0,0,0,0,0
FUN_010171,0,0,0,0,0,0,0,0,0,0
FUN_010170,0,0,0,0,0,0,0,0,0,0
FUN_010172,396,678,774,598,813,656,539,731,533,767
FUN_010179,0,0,0,0,0,0,0,0,0,0
FUN_010178,141,242,72,0,435,21,0,3,0,45
FUN_011888,0,0,0,0,0,0,0,0,0,0
FUN_011889,9,0,0,0,0,3,4,9,10,5
FUN_011886,0,0,0,0,0,0,0,0,0,0
FUN_011887,0,8,5,3,7,7,5,8,7,12
FUN_011884,0,0,0,0,2,0,0,0,0,0
FUN_011885,4,0,0,0,4,3,0,1,9,6
FUN_011882,60,55,43,40,112,77,40,133,99,255
FUN_011883,0,0,0,0,0,0,0,0,0,0
FUN_011880,14,14,16,7,11,18,10,5,8,13
FUN_011881,29,51,68,73,9,30,62,0,0,9
FUN_009933,0,0,0,32,2,3,0,0,0,0
FUN_009932,200,249,309,249,409,327,237,364,281,381
FUN_009931,16,15,5,12,19,21,21,31,32,48
FUN_009930,2980,4096,3024,3235,6347,4951,4687,6195,4970,6621
FUN_009937,1003,1085,1178,737,187,243,673,11,8,191
FUN_009936,216,302,472,290,277,207,208,204,240,306
FUN_009935,5,2,1,4,11,11,5,11,8,10
FUN_009934,1734,1913,1765,1525,3558,2918,2017,3458,2811,3675
FUN_009939,0,0,0,0,8,10,9,6,0,8
FUN_008084,3,0,0,0,0,0,0,0,0,0
FUN_024436,29,39,30,82,119,76,39,143,73,92
FUN_008086,0,0,7,0,0,0,0,6,0,3
FUN_024434,18041,21675,31005,19330,9456,8241,12771,8546,7164,8774
FUN_008080,2,4,4,0,0,0,0,4,6,3
FUN_024432,392,412,371,390,906,736,557,896,788,1145
FUN_024431,0,0,0,0,0,0,0,2,0,0
FUN_008083,4,10,13,10,8,9,9,13,18,18
FUN_008088,0,0,3,0,0,1,2,0,0,0
FUN_008089,233,230,347,217,417,326,248,401,307,431
FUN_024439,2,0,0,0,2,1,0,1,1,0
FUN_024438,0,0,0,0,0,0,0,0,0,0
FUN_028925,5,0,0,0,0,0,3,0,0,4
FUN_028924,13,19,16,12,14,12,13,14,12,17
FUN_028927,0,0,0,0,0,0,0,0,0,0
FUN_028926,213,246,171,184,325,207,283,296,289,439
FUN_028921,162,216,121,179,363,319,192,292,268,352
FUN_028920,726,1223,831,784,1018,717,980,1287,833,1528
FUN_028923,0,0,0,0,0,0,0,0,0,0
FUN_028922,5,10,9,5,10,0,3,6,7,12
FUN_028929,0,848,1052,664,7,24,29,0,0,5
FUN_028928,456,755,359,475,1035,856,508,704,729,1169
FUN_011228,0,0,0,0,0,0,0,0,0,0
FUN_011229,0,0,0,0,0,0,0,0,0,0
FUN_011222,0,3,0,1,5,2,3,2,4,2
FUN_011223,1777,2663,1820,2334,3257,2848,2430,2602,2346,3523
FUN_011220,14,17,4,12,9,11,23,11,8,13
FUN_011221,0,0,1,0,0,0,0,0,0,0
FUN_011226,118,194,316,212,191,142,127,178,142,226
FUN_011227,22,34,22,55,91,105,25,108,42,91
FUN_011224,0,0,0,0,0,0,0,0,0,0
FUN_011225,3,0,1,2,7,0,0,0,1,0
FUN_019695,5,5,4,2,7,10,10,14,4,9
FUN_020842,0,0,0,0,0,0,0,0,0,0
FUN_020843,454,489,519,294,347,275,506,290,202,335
FUN_020840,0,0,0,0,0,0,0,0,0,2
FUN_020841,26,38,28,51,38,18,19,27,37,34
FUN_020846,1995,2942,3457,2845,4486,3269,2629,4715,3106,4532
FUN_020844,4,5,4,11,11,5,5,5,6,4
FUN_020845,3,0,0,0,0,0,0,0,0,0
FUN_020848,6,194,24,12,236,196,25,234,225,264
FUN_020849,0,3,4,2,3,0,2,0,0,4
FUN_022992,945,1101,764,993,1972,1404,1332,1855,1584,2263
FUN_022993,100,127,68,137,173,121,237,155,142,198
FUN_022990,38,38,38,19,72,60,41,29,48,71
FUN_022991,16,31,13,22,42,33,25,34,25,38
FUN_022996,158,194,99,114,253,231,205,328,257,328
FUN_022997,0,0,0,0,0,0,2,2,0,1
FUN_022994,2,30,17,19,39,38,19,33,24,34
FUN_022995,1346,2130,1709,1750,3138,2949,1998,2983,2546,3650
FUN_022998,0,0,0,0,0,0,0,0,0,0
FUN_022999,0,0,0,1,0,0,0,0,0,0
FUN_027317,0,1,2,0,14,0,3,2,0,6
FUN_027316,309,375,303,286,1052,638,314,725,548,774
FUN_027315,28,34,46,43,51,30,26,50,34,64
FUN_027314,973,1291,1596,1184,2431,2219,1994,2058,1227,2649
FUN_027313,0,1,0,0,0,0,1,0,0,1
FUN_027312,11,11,32,23,32,38,21,51,36,36
FUN_027311,0,0,0,0,0,0,0,1,0,7
FUN_027310,679,804,1156,1025,2409,996,695,1140,920,1723
FUN_027319,0,0,0,0,0,0,0,0,0,1
FUN_027318,648,893,570,662,1799,1444,998,1557,1531,2020
FUN_017318,277,199,119,60,537,173,102,358,342,405
FUN_017319,4,7,0,5,6,0,8,4,0,10
FUN_012148,0,0,0,0,0,0,0,0,0,0
FUN_012149,0,0,0,0,0,0,0,0,0,0
FUN_012142,152,236,242,190,452,397,242,410,341,546
FUN_017311,238,316,88,263,403,330,322,361,420,566
FUN_017312,0,0,0,2,1,2,1,5,1,4
FUN_012141,0,0,0,0,0,0,0,0,0,0
FUN_017314,54,55,55,83,101,46,57,81,61,92
FUN_012147,489,587,492,566,1108,842,600,934,734,1184
FUN_012144,0,0,0,0,0,0,0,0,0,0
FUN_012145,72,52,53,65,8,21,88,0,0,9
FUN_002525,20,9,8,8,16,16,9,42,25,26
FUN_002524,2605,3645,3327,3593,6399,4917,4178,6747,4891,6468
FUN_002527,227,271,242,208,193,183,231,193,151,215
FUN_011052,0,0,0,0,0,0,0,0,0,0
FUN_002521,0,0,0,0,0,0,0,0,0,0
FUN_002520,0,1,2,1,1,0,1,1,1,0
FUN_002523,0,0,0,0,0,0,0,0,0,0
FUN_011056,0,0,0,0,0,0,0,0,0,0
FUN_027865,0,0,1,0,2,0,0,0,0,0
FUN_027864,5,14,6,22,11,4,4,11,9,13
FUN_027867,898,1483,853,1302,1875,1711,1267,1745,1590,2111
FUN_027866,0,0,0,0,0,0,0,0,0,0
FUN_027861,0,0,0,0,0,0,0,0,0,0
FUN_027860,0,0,0,0,0,0,0,0,0,0
FUN_027863,12,0,3,7,8,0,0,6,6,8
FUN_027862,96,217,97,161,249,206,150,120,142,289
FUN_027869,0,1,3,2,0,6,0,0,0,3
FUN_027868,0,10,0,2,6,2,3,0,0,8
FUN_023348,0,2,0,0,0,0,0,0,0,0
FUN_023349,272,449,340,416,548,479,316,405,364,583
FUN_000313,113,1258,343,155,426,443,154,577,590,482
FUN_026198,537,748,670,716,1342,1084,825,1295,1012,1517
FUN_026199,61,67,18,45,93,58,60,84,92,109
FUN_026196,244,402,198,319,488,399,452,402,464,616
FUN_026197,413,629,460,572,987,730,522,944,652,894
FUN_026194,104,131,89,100,276,165,138,250,212,311
FUN_026195,0,0,0,0,2,0,0,0,2,0
FUN_026192,58,109,32,74,96,68,106,112,84,139
FUN_014664,0,0,3,0,0,0,0,0,2,0
FUN_014667,0,0,0,0,0,0,0,0,0,0
FUN_026191,41397,36769,42922,14824,8606,10781,21941,130,125,1402
FUN_000316,0,0,0,0,0,0,0,0,0,0
FUN_005145,0,0,0,0,0,0,0,0,0,0
FUN_029464,0,0,0,0,0,2,0,5,0,0
FUN_009548,262,327,399,394,525,414,368,589,402,574
FUN_009549,111,136,80,100,380,326,97,338,268,486
FUN_009542,0,0,0,0,0,0,0,0,0,0
FUN_009543,0,0,0,0,2,0,0,0,0,0
FUN_009540,0,0,0,0,0,0,0,0,0,0
FUN_009541,4,13,6,5,256,368,495,342,367,382
FUN_009546,1,5,6,5,5,4,8,4,9,4
FUN_009547,836,1472,952,942,4297,2996,1640,3967,3924,4485
FUN_009544,0,0,0,0,0,5,0,0,0,0
FUN_009545,167,194,158,167,396,330,232,456,334,504
FUN_026738,208,313,323,278,594,469,336,642,532,655
FUN_026739,0,5,2,0,2,3,4,1,1,2
FUN_019318,0,0,0,0,0,2,0,0,0,2
FUN_019319,4325,6361,7197,6382,9464,7696,6155,9034,6722,9219
FUN_019316,0,0,0,0,0,0,0,0,0,0
FUN_019317,115,122,86,122,266,231,126,198,239,305
FUN_026730,480,478,356,308,568,573,532,279,189,464
FUN_026731,228,256,551,211,97,87,15,24,5,302
FUN_019312,273,399,209,273,668,523,348,605,418,522
FUN_026737,0,0,0,0,0,0,0,0,0,0
FUN_026734,144,179,149,182,522,492,338,537,479,663
FUN_026735,770,1158,606,812,896,669,723,606,806,946
FUN_022439,4,4,3,1,3,0,2,3,8,0
FUN_022438,83,117,121,118,234,198,165,313,202,347
FUN_025429,1,0,1,0,1,5,0,1,0,3
FUN_025428,0,0,2,0,0,0,2,0,2,0
FUN_025427,52,80,41,77,62,57,48,38,46,63
FUN_022430,2,0,3,0,8,4,0,6,10,7
FUN_022433,0,0,0,0,0,0,0,0,0,0
FUN_025424,340,540,371,395,795,648,508,679,757,1007
FUN_022435,85,146,39,70,187,114,82,112,116,193
FUN_022434,0,0,0,0,0,0,0,0,0,0
FUN_022437,0,0,0,0,0,0,0,0,0,0
FUN_022436,0,0,0,0,0,0,0,0,0,0
FUN_024778,32,46,0,22,58,42,37,40,53,89
FUN_024779,0,0,0,0,0,0,0,0,0,0
FUN_024774,0,74,14,18,2850,2731,2055,4369,4487,4511
FUN_024775,288,367,351,273,497,468,341,484,415,501
FUN_024776,1101,1421,1054,1198,1930,1592,1811,1719,1827,2333
FUN_024777,28,36,6,9,39,23,15,69,55,82
FUN_024770,0,0,0,1,11,4,3,5,3,7
FUN_024771,39,49,19,37,39,35,48,43,43,56
FUN_024772,0,2,5,0,9,8,2,12,4,9
FUN_024773,122,154,172,175,335,216,216,323,216,335
FUN_009064,0,0,7,0,0,0,0,5,10,0
FUN_024888,746,984,885,839,1377,990,858,1454,1174,1728
FUN_018806,7,6,8,4,7,6,6,10,6,3
FUN_009062,483,505,468,513,1534,3379,1418,1457,3071,2600
FUN_018959,18,17,12,11,47,19,37,42,35,35
FUN_018958,0,2,0,0,0,1,0,0,2,2
FUN_018957,0,0,0,0,0,0,0,0,0,0
FUN_018956,0,0,0,0,9,5,3,0,0,9
FUN_018954,38,59,53,57,122,71,60,111,77,122
FUN_018953,0,0,0,0,0,0,0,0,0,0
FUN_018952,0,4,0,0,0,0,0,0,0,0
FUN_018951,0,4,0,0,0,0,2,0,0,4
FUN_018950,0,0,0,0,0,0,0,0,0,0
FUN_030689,24,85,47,16,43,62,25,53,73,94
FUN_030688,9,13,13,11,38,26,11,35,22,40
FUN_024881,0,4,0,0,0,0,0,8,0,3
FUN_030681,191,260,217,290,285,203,248,281,266,260
FUN_030680,259,473,298,386,593,463,399,398,413,596
FUN_030683,250,607,726,542,1314,1350,764,722,629,1393
FUN_030682,1,7,15,1,7,3,3,5,15,1
FUN_030685,0,15,0,0,2207,561,190,2330,1827,1821
FUN_030684,337,578,518,234,5099,9282,8057,8440,10093,9316
FUN_030687,533,576,586,640,1463,1289,993,1477,1151,1370
FUN_030686,129,196,252,249,257,201,179,263,209,277
FUN_000604,0,4,0,0,9,14,20,13,13,16
FUN_000605,3,24,17,45,9,0,4,0,0,0
FUN_029285,18,28,25,18,71,192,46,87,160,70
FUN_030533,14,12,5,8,35,9,8,42,23,29
FUN_030532,9,15,4,7,18,11,28,45,51,51
FUN_021858,72,135,82,122,132,129,104,146,95,153
FUN_030530,126,133,123,169,324,281,154,343,272,382
FUN_030537,5,12,14,8,19,20,0,19,0,26
FUN_030536,13,50,24,47,83,68,27,73,49,73
FUN_030535,26,39,57,37,50,55,35,44,59,83
FUN_030534,0,29,26,0,0,28,4,8,0,13
FUN_021852,0,0,0,0,0,0,0,6,0,0
FUN_021853,262,465,467,509,132,130,199,115,94,127
FUN_021850,120,133,90,128,261,317,240,351,413,496
FUN_030538,20,20,29,21,46,28,26,36,25,32
FUN_021856,9,15,6,17,15,22,13,17,11,15
FUN_021854,0,0,0,0,0,0,0,0,0,0
FUN_021855,0,0,0,0,0,0,0,0,0,0
FUN_004880,2,1,0,0,0,0,0,3,0,0
FUN_004881,11,10,6,9,13,11,11,8,5,15
FUN_004882,0,16,0,27,9,0,18,0,0,14
FUN_004883,0,0,0,0,0,0,0,0,0,0
FUN_004884,14,10,0,6,29,8,35,14,8,14
FUN_004885,0,0,0,0,0,95,0,0,0,0
FUN_004886,498,762,793,648,905,788,684,898,698,957
FUN_004887,0,0,0,0,0,0,0,0,0,0
FUN_004888,0,0,0,0,0,0,0,0,0,0
FUN_004889,213,315,293,365,34,32,469,0,4,69
FUN_020108,0,0,0,0,0,0,0,0,0,0
FUN_020107,0,0,0,0,0,0,0,0,0,0
FUN_020106,364,449,366,381,1091,915,769,1062,1061,1299
FUN_020105,4,10,5,6,69,105,88,146,132,161
FUN_020104,86,85,47,82,166,91,134,214,178,196
FUN_020103,995,1388,1410,1159,1264,1028,983,1317,1024,1393
FUN_020102,0,0,0,0,0,0,0,0,0,0
FUN_020101,1559,1328,661,721,904,692,1330,110,117,1107
FUN_020100,7,0,0,0,0,0,5,5,0,3
FUN_030493,0,8,0,0,16,0,5,12,7,9
FUN_001638,16,18,0,13,18,18,0,11,21,24
FUN_001639,24,16,0,28,54,34,30,53,40,48
FUN_001630,0,0,0,0,0,0,0,0,0,0
FUN_001631,464,590,635,564,1173,885,624,1104,851,1299
FUN_001632,0,5,5,1,10,7,6,23,11,12
FUN_001633,0,0,0,0,0,0,0,0,0,0
FUN_001634,0,12,14,3,0,0,0,0,0,5
FUN_001635,191,277,234,224,357,294,238,338,282,455
FUN_001636,0,0,0,0,0,0,0,0,0,0
FUN_001637,0,0,0,0,0,0,0,0,0,0
FUN_007289,0,0,0,0,0,0,0,0,0,0
FUN_007288,297,427,341,458,659,513,430,703,551,747
FUN_007287,142,297,166,220,304,270,220,309,199,285
FUN_007286,0,0,0,0,0,0,0,0,0,0
FUN_007285,0,0,0,0,0,0,0,0,0,0
FUN_007284,118,188,176,107,454,292,135,578,388,609
FUN_007283,15,32,5,11,28,26,24,20,21,44
FUN_007282,0,3,0,0,2,0,5,0,6,4
FUN_007281,0,0,0,0,4,0,0,9,7,12
FUN_007280,1889,2466,2457,2032,3724,2591,2290,3461,2569,3370
FUN_016891,1296,1579,881,1403,2112,1736,2211,2049,1848,2607
FUN_027458,13,14,3,17,29,35,16,64,47,60
FUN_027459,63,79,62,57,113,103,64,75,68,103
FUN_027454,5,3,7,4,6,8,3,10,3,5
FUN_027455,32,33,49,62,134,74,83,124,116,136
FUN_027456,5,5,2,1,8,6,3,7,7,15
FUN_027457,0,280,60,55,44,22,15,0,25,39
FUN_027450,9,12,6,20,14,26,12,13,27,13
FUN_027451,184,208,161,85,289,258,171,252,316,351
FUN_027452,0,0,0,0,0,0,0,0,0,0
FUN_027453,0,9,11,0,28,24,14,33,17,38
FUN_006626,139,202,103,112,218,140,144,223,190,278
FUN_006627,0,0,0,0,0,0,0,0,0,0
FUN_006624,0,4,0,0,5,2,4,6,3,2
FUN_006625,39956,59083,44750,48737,74375,61672,56742,77821,65337,88133
FUN_006622,8,4,9,8,8,8,7,12,8,23
FUN_006623,306,392,321,377,571,450,458,496,489,720
FUN_006620,0,0,0,0,0,0,1,0,2,1
FUN_006621,7,11,6,0,25,12,12,20,13,15
FUN_006628,0,0,0,0,0,0,0,0,2,0
FUN_006629,0,0,0,0,0,0,0,0,0,0
FUN_004718,0,0,0,0,1,1,0,0,0,1
FUN_004719,0,0,1,0,0,0,5,1,2,1
FUN_003568,28,34,25,36,65,86,34,84,57,91
FUN_003569,0,0,0,0,0,0,0,0,0,0
FUN_003566,0,0,0,0,0,0,0,0,0,0
FUN_004711,4,11,10,8,11,8,2,4,6,21
FUN_004712,2781,4335,4464,4458,8456,6861,4978,8967,6832,9556
FUN_003565,0,0,0,0,0,0,0,0,0,0
FUN_004714,115,158,38,103,134,88,144,126,127,136
FUN_003563,0,0,0,0,0,0,0,0,0,0
FUN_003560,0,0,0,0,0,0,0,0,0,0
FUN_004717,13967,21148,18935,20753,33104,26285,22070,33093,25160,31222
FUN_013569,0,0,0,0,0,0,0,0,0,0
FUN_013568,0,0,0,0,0,0,0,0,0,0
FUN_003669,204,370,362,317,491,320,380,865,317,800
FUN_003668,0,0,0,0,0,0,0,0,0,0
FUN_011149,4,0,0,3,0,0,0,0,0,0
FUN_011148,0,2,0,0,0,5,0,0,0,1
FUN_011143,0,0,0,0,0,0,0,0,0,0
FUN_011142,0,0,0,0,0,0,0,0,0,0
FUN_011141,41,171,79,213,5,45,92,3,2,4
FUN_011140,2,3,0,10,5,1,4,1,2,4
FUN_011147,0,15,0,12,0,4,19,6,5,12
FUN_011146,0,0,0,0,0,0,0,0,0,0
FUN_011145,2,7,10,7,9,10,14,6,4,6
FUN_011144,726,1040,760,806,1132,887,907,1153,1019,1385
FUN_016588,0,0,0,0,0,0,0,0,0,0
FUN_013564,33,23,29,22,185,423,80,199,326,287
FUN_003664,2709,2651,2064,1174,1212,743,1532,269,257,875
FUN_002381,0,0,0,0,0,0,0,0,0,0
FUN_002380,0,0,0,0,0,0,0,0,0,0
FUN_002383,0,0,0,0,0,0,0,0,0,0
FUN_002382,0,0,0,0,0,0,0,0,0,0
FUN_002385,0,0,0,0,0,1,1,0,0,0
FUN_002384,14,18,9,0,20,86,221,69,66,87
FUN_002387,3,4,9,6,2,4,0,4,17,11
FUN_002386,5,3,0,3,4,2,4,11,4,7
FUN_002389,38,81,48,41,286,117,46,247,136,225
FUN_002388,0,0,0,0,0,0,0,0,0,0
FUN_003666,22,20,14,16,40,27,16,34,32,54
FUN_000714,7,6,8,8,11,8,2,16,9,17
FUN_000715,0,0,0,0,0,0,0,0,0,0
FUN_000716,11,11,12,7,16,13,11,17,8,31
FUN_000717,21,30,9,34,21,24,12,30,25,24
FUN_000710,210,394,459,128,464,279,80,1811,542,2160
FUN_000711,19,24,9,23,45,8,20,31,42,54
FUN_000712,21,27,17,19,34,14,19,46,22,37
FUN_000713,0,0,0,0,0,0,0,0,0,0
FUN_000134,60,58,29,48,102,44,93,140,108,171
FUN_030370,2,3,0,3,2,4,0,3,3,7
FUN_000718,0,0,0,0,0,0,0,0,0,0
FUN_000719,8,5,0,0,0,5,0,5,2,0
FUN_010396,291,288,234,314,729,590,374,705,604,803
FUN_012788,0,0,0,0,0,0,0,0,2,1
FUN_012789,3581,6149,3214,4281,7779,6193,6026,7434,6652,8280
FUN_029428,1233,947,976,528,663,1237,1203,1106,1077,988
FUN_029423,37,36,25,34,113,81,48,99,55,113
FUN_012781,2492,3637,2315,2754,5610,4067,4960,5891,4633,8099
FUN_012782,45,62,94,67,100,101,63,129,74,149
FUN_029420,184,251,319,259,402,373,208,424,347,459
FUN_029427,3,2,1,2,8,5,2,9,7,7
FUN_029426,614,774,783,784,1373,1043,841,1401,1030,1430
FUN_012786,0,0,0,0,0,0,0,0,0,0
FUN_029424,0,0,0,0,0,0,0,0,0,0
FUN_016498,0,0,0,0,0,0,0,0,0,0
FUN_016499,518,838,813,631,1415,1217,812,1346,1041,1682
FUN_016490,0,0,0,0,0,0,0,0,0,0
FUN_016491,6,7,6,4,17,13,13,10,18,12
FUN_016492,0,0,0,0,0,0,0,0,0,0
FUN_016493,9,3,9,12,10,9,27,0,0,23
FUN_016495,0,0,0,0,0,0,0,0,0,1
FUN_016496,0,0,0,0,0,0,0,0,0,0
FUN_016497,5,0,0,0,0,0,0,6,0,4
FUN_013787,0,0,0,0,0,0,0,0,0,0
FUN_013786,0,0,0,0,0,0,0,0,0,0
FUN_013785,0,0,6,6,8,29,25,42,37,35
FUN_013784,42,57,52,53,49,57,27,34,80,45
FUN_013783,0,10,12,11,19,0,14,7,0,16
FUN_013782,421,495,568,552,999,804,557,1076,774,1219
FUN_013781,0,0,0,0,0,0,0,0,0,0
FUN_013780,0,10,0,10,22,21,19,14,12,27
FUN_013789,0,0,0,0,0,0,0,0,0,0
FUN_013788,323,505,451,506,1076,827,565,828,782,1093
FUN_023108,28,32,14,38,98,87,39,128,75,126
FUN_023109,10,5,6,17,14,15,8,4,5,23
FUN_023106,1181,1645,1294,1538,2989,2327,2114,2789,2839,3165
FUN_023107,117,113,188,99,386,332,233,378,371,443
FUN_023104,9156,7970,12868,6413,20357,13750,11381,10383,24179,18697
FUN_023105,34,64,23,38,85,75,49,119,86,121
FUN_023102,861,1373,897,1003,2395,1638,1267,2180,1819,2461
FUN_023103,41,48,33,60,83,76,44,63,42,81
FUN_023100,1,2,0,2,2,0,2,6,3,2
FUN_023101,164,196,188,165,495,505,263,547,398,651
FUN_030378,306,538,142,83,1444,602,78,373,386,654
FUN_028482,12,14,5,17,32,16,8,24,7,26
FUN_028483,0,0,0,0,0,0,1,0,0,0
FUN_028480,1,4,3,0,3,1,1,0,2,0
FUN_028481,414,574,641,533,916,738,618,909,673,987
FUN_028486,2669,3849,2056,2835,3430,2689,3066,2986,3462,4136
FUN_028487,0,0,0,0,0,0,0,0,0,0
FUN_028484,274,434,437,326,649,493,400,728,572,663
FUN_028485,291,304,372,295,700,504,235,617,451,584
FUN_028488,0,0,0,0,3,0,3,0,0,0
FUN_028489,21,39,50,35,41,21,17,42,26,54
FUN_009388,7,9,11,12,15,11,13,12,18,11
FUN_009389,8,14,2,13,12,14,7,3,5,3
FUN_009380,27,55,66,43,108,33,49,255,148,252
FUN_009381,0,0,0,0,0,0,0,0,0,0
FUN_009382,0,0,0,0,0,0,0,0,0,0
FUN_009383,634,867,913,769,1603,1318,821,1732,1445,1786
FUN_009384,631,792,880,556,1199,1071,862,1065,936,1255
FUN_009385,103,122,137,159,241,174,265,188,236,248
FUN_009386,0,0,0,0,38,0,0,0,79,0
FUN_009387,29,27,7,16,35,61,26,20,49,81
FUN_011925,3,5,2,29,4,3,1,0,0,7
FUN_011924,2581,3944,2200,2106,2980,2719,2888,2503,2728,3628
FUN_011927,0,0,0,0,0,0,0,0,0,0
FUN_011926,388,458,573,570,966,688,523,955,813,982
FUN_011921,2209,2188,1156,2028,1322,742,2551,624,397,1660
FUN_011920,0,0,0,0,0,2,1,0,2,4
FUN_011923,3290,4238,2407,3099,5014,4147,5041,5139,5133,6325
FUN_011922,217,119,104,67,96,93,171,56,64,85
FUN_011929,13,14,3,9,19,22,13,13,4,16
FUN_011928,4,3,0,6,3,3,3,6,3,3
FUN_023003,175,266,211,181,314,265,197,245,236,348
FUN_028374,795,837,761,790,2081,1503,1151,2012,1508,2160
FUN_025629,0,0,0,0,0,0,0,0,0,0
FUN_025628,325,478,137,329,157,66,599,311,375,460
FUN_028375,39,55,69,47,67,101,42,75,67,81
FUN_025625,57,97,33,70,107,114,99,166,135,235
FUN_025624,149,203,118,152,100,74,96,101,67,127
FUN_025627,27,63,40,52,80,37,49,44,53,69
FUN_025626,0,0,0,0,29,11,4,18,30,18
FUN_025621,0,0,0,0,0,0,0,0,0,3
FUN_025620,0,0,0,0,0,0,0,0,0,0
FUN_025623,3,11,4,0,10,0,0,14,6,9
FUN_025622,0,0,0,2,0,0,0,0,0,1
FUN_024572,0,0,0,0,0,0,0,0,0,0
FUN_008162,31,115,150,110,7,35,31,9,16,10
FUN_024570,0,0,0,0,0,0,0,0,0,0
FUN_024571,215,367,320,222,452,395,280,381,350,633
FUN_024576,0,0,0,0,0,0,0,0,0,0
FUN_008166,6,0,8,0,0,3,13,0,0,18
FUN_008165,22,20,15,4,81,60,8,85,67,51
FUN_008164,0,0,0,0,0,0,0,0,0,0
FUN_028370,298,398,347,346,497,428,354,488,397,487
FUN_008169,0,0,0,0,0,0,0,0,2,0
